世界盃 (world),#genre#
Nick Jr,https://live.catvod.com/?id=L2xyL2RMUU9uUG03akJJZ1FXTUtwcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD0zMzJkNDYzZSZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
Al-Jazeera,https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldzOHZSc296VXE3UXFmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9NTA1YjUwODkmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
Animal Planet (Eng),https://live.catvod.com/?id=L2xyL2RMUU9uUG03akJzNHZVYXlWc3Q4UVVJZTZpZk9WQ3NJVkNlbDZpSU1kTjBofGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPTY2Mzc3Y2NhJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
Bloomberg News,https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldKOFZXZk1RUnE3emFmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9ZmY0YzgzYWImY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
NatGeo Wild HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG03akJJeTZDNmVWTjZnVkNfdXBDMnl4VTJncE5fNFZQbmFBbXxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD04NzI1YWZhZSZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
BBC World News,https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldKclFONnVwUjI5VlJxTnBhZnlWY1NndjdmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9OWU2MWViZjEmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
CNBC,https://live.catvod.com/?id=L2xyL2RMUU9uUG03akJuNFFSZHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9NGExY2I3MGQmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
France 24,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ald6N1FVSUx6UDFCWk5TTlZyZk9WQ3NJVkNlbDZpSU1kTjBofGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPTBhN2JmYTQzJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
Skynews,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak5ua3hVSWU2Tm5iNjU2NGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9OWU2ZGUwNjEmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
香港 (),#genre#
翡翠台,https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldneXpDcWI2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD0xYzY0NzgzMiZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台 (Back up 1),https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldneXpDcWJ4NXFlak50OFFaZTh2Wm5CalJCbDZQRnxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD0xMWYxNTU5NSZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
iNews 互動新聞台,https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldlNHpaNmxaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9NzhmNWFmMjAmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
J 2,https://live.catvod.com/?id=L2xyL2RMUU9uUG03aldHN1pOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD1lYTUzNDhhMiZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
珍珠台,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak50ZVFaSjhaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9YTkzMzhiMWMmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
凤凰香港,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ald5a3BDeXV6VUlneHNmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9ZTE0MDc1Y2YmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
无线财经资讯台,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ald5dXhVbnl2VWdnVlI2YjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPWM4NjNkMzhmJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
RHK 31,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak5KR3ZsZDJaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9MGQ3ZmIwNmQmY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
VIUTV1,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak56ZzZQc2I2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD1mYzllOTVmNyZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
RHK 32,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak5KR3ZsZDdaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MjM2Y2Q2ZTkmY249MDdiY2ZjY2QmY3A9MzFlNzAwNGImY3U9NGI2YTU5NmYmcnA9bkxRNGRQRk5qTHBXakxUT2Rf&tk=6759a8f65e7035b71b11e5478c66f764
TVB Asia,https://live.catvod.com/?id=L2xyL2RMUU9uUG03amFTV1FSc2x2VVR1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPTM3MTU4ZTcwJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
凤凰卫视,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak50R1ZXcTR2WnlCNmVmR3ppZk9WQ3NJVkNlbDZpSU1kTjBofGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPTU4OTEzNWQxJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
鳳凰資訊,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak50R1ZXcTR2WnlnVlJ6dVpXeTlqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPTgzMDdhZWQxJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
TVB Entertainment,https://live.catvod.com/?id=L2xyL2RMUU9uUG03amFTV1FScTQ2Q3E3NkNzZ1ZSYWVWY191cEMyeXhVMmdwTl80VlBuYUFtfGNkPTIzNmNkNmU5JmNuPTA3YmNmY2NkJmNwPTZhNmJkMWUyJmN1PTRiNmE1OTZmJnJwPW5MUTRkUEZOakxwV2pMVE9kXw&tk=6759a8f65e7035b71b11e5478c66f764
TVB Classic,https://live.catvod.com/?id=L2xyL2RMUU9uUG03amFTV1FSbjhRWm5sdlVkdXBDMnl4VTJncE5fNFZQbmFBbXxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD02NjFkZGM3OCZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
Viu6,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak56ZzZabmd4c2ZCNldodXBDMnl4VTJncE5fNFZQbmFBbXxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD03ZDJmNzNkZCZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1mY3Q&tk=6759a8f65e7035b71b11e5478c66f764
明珠台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1tenQy&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台北美版(TVB J1),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1qMQ&tk=6759a8f65e7035b71b11e5478c66f764
无线新闻,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD10dmJ4dw&tk=6759a8f65e7035b71b11e5478c66f764
VIUTV,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD12aXV0djI&tk=6759a8f65e7035b71b11e5478c66f764
HOY TV,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1ob3l0dg&tk=6759a8f65e7035b71b11e5478c66f764
HOY TV,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1ob3l0djI&tk=6759a8f65e7035b71b11e5478c66f764
HOY资讯台,https://live.catvod.com/?id=fx%3AaHR0cDovL2Nkbi4xNjMxODkueHl6LzE2MzE4OS9ob3k3OA&tk=6759a8f65e7035b71b11e5478c66f764
HOY剧集台,https://live.catvod.com/?id=fx%3AaHR0cDovL2Nkbi4xNjMxODkueHl6LzE2MzE4OS9ob3lqag&tk=6759a8f65e7035b71b11e5478c66f764
凤凰中文,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1maHp3&tk=6759a8f65e7035b71b11e5478c66f764
凤凰资讯,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1maHp4&tk=6759a8f65e7035b71b11e5478c66f764
凤凰香港,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1maGhr&tk=6759a8f65e7035b71b11e5478c66f764
重温经典,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1jd2pk&tk=6759a8f65e7035b71b11e5478c66f764
广东珠江,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1nZHpq&tk=6759a8f65e7035b71b11e5478c66f764
广东体育,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1nZHR5&tk=6759a8f65e7035b71b11e5478c66f764
澳视澳门,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1hc2Ft&tk=6759a8f65e7035b71b11e5478c66f764
澳视卫星,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1hcw&tk=6759a8f65e7035b71b11e5478c66f764
澳门体育,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvYW10eQ&tk=6759a8f65e7035b71b11e5478c66f764
澳门综艺,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvYW16eQ&tk=6759a8f65e7035b71b11e5478c66f764
澳门莲花,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvYW1saA&tk=6759a8f65e7035b71b11e5478c66f764
RTHK31,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1ydGhrMzE&tk=6759a8f65e7035b71b11e5478c66f764
RTHK32,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1ydGhrMzI&tk=6759a8f65e7035b71b11e5478c66f764
八度空间,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvOHR2&tk=6759a8f65e7035b71b11e5478c66f764
CH5,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvY2g1&tk=6759a8f65e7035b71b11e5478c66f764
CH8,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvY2g4&tk=6759a8f65e7035b71b11e5478c66f764
CHU,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvY2h1&tk=6759a8f65e7035b71b11e5478c66f764
龙华电影,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjguMTYzMTg5Lnh5ei8xNjMxODkvbGhkeQ&tk=6759a8f65e7035b71b11e5478c66f764
龙华经典,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjguMTYzMTg5Lnh5ei8xNjMxODkvbGhqZA&tk=6759a8f65e7035b71b11e5478c66f764
龙华偶像,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjguMTYzMTg5Lnh5ei8xNjMxODkvbGhveA&tk=6759a8f65e7035b71b11e5478c66f764
龙华日韩,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjguMTYzMTg5Lnh5ei8xNjMxODkvbGhyaA&tk=6759a8f65e7035b71b11e5478c66f764
龙华戏剧,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjguMTYzMTg5Lnh5ei8xNjMxODkvbGh4ag&tk=6759a8f65e7035b71b11e5478c66f764
华丽翡翠台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1odWFsaQ&tk=6759a8f65e7035b71b11e5478c66f764
TVB星河,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD10dmJ4aA&tk=6759a8f65e7035b71b11e5478c66f764
千禧经典台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD10dmJj&tk=6759a8f65e7035b71b11e5478c66f764
Astro AOD,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1hb2Q&tk=6759a8f65e7035b71b11e5478c66f764
华丽翡翠台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD1odWFsaTI&tk=6759a8f65e7035b71b11e5478c66f764
亚洲武侠,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD15end4&tk=6759a8f65e7035b71b11e5478c66f764
TVB娱乐新闻台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD10dmJ5bHh3&tk=6759a8f65e7035b71b11e5478c66f764
无线新闻台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD13eHh3&tk=6759a8f65e7035b71b11e5478c66f764
TVB星河,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9waHAuamRzaGlwaW4uY29tOjIwOTYvVFZPRC9pcHR2LnBocD9pZD14aW5naGU&tk=6759a8f65e7035b71b11e5478c66f764
NOW新闻台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4uMTYzMTg5Lnh5ei8xNjMxODkvbm93&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台4K,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG42LjE2MzE4OS54eXovMTYzMTg5L2ZjdDRr&tk=6759a8f65e7035b71b11e5478c66f764
TVB1,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly82LmNkbi5sb2MuY2MvMTYzMTg5LnBocD9pZD10dmIx&tk=6759a8f65e7035b71b11e5478c66f764
翡翠剧集台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly82LmNkbi5sb2MuY2MvMTYzMTg5LnBocD9pZD10dmJk&tk=6759a8f65e7035b71b11e5478c66f764
海峡卫视,https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjMuMTYzMTg5Lnh5ei8xNjMxODkvaHh3cw&tk=6759a8f65e7035b71b11e5478c66f764
TVB星河国语,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMC4xNjMxODkueHl6L3N0cmVhbS8xNjMxODkveGluZ2hlLw&tk=6759a8f65e7035b71b11e5478c66f764
天映频道(新加坡),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMC4xNjMxODkueHl6L3N0cmVhbS8xNjMxODkvdHlwZC8&tk=6759a8f65e7035b71b11e5478c66f764
天映经典,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMC4xNjMxODkueHl6L3N0cmVhbS8xNjMxODkvY2NtLw&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台字幕,https://live.catvod.com/?id=fx%3AaHR0cDovL215dHYuY2RuLmxvYy5jYy9vMTIucGhwP2lkPWZjdA&tk=6759a8f65e7035b71b11e5478c66f764
明珠台字幕,https://live.catvod.com/?id=fx%3AaHR0cDovL215dHYuY2RuLmxvYy5jYy9vMTIucGhwP2lkPW16dA&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台4K(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vdHZiL2ZjdDRrLw&tk=6759a8f65e7035b71b11e5478c66f764
翡翠台(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vdHZiL2ZjdC8&tk=6759a8f65e7035b71b11e5478c66f764
TVB PLUS(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vdHZiL3R2YnAv&tk=6759a8f65e7035b71b11e5478c66f764
明珠台(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vdHZiL216dC8&tk=6759a8f65e7035b71b11e5478c66f764
华丽翡翠台(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9obHQv&tk=6759a8f65e7035b71b11e5478c66f764
华丽翡翠台(硬字幕),https://live.catvod.com/?id=fx%3AaHR0cDovL2NkbjYuMTYzMTg5Lnh5ei8xNjMxODkvamFkZQ&tk=6759a8f65e7035b71b11e5478c66f764
华丽翡翠台(新加坡),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9qYWRlLw&tk=6759a8f65e7035b71b11e5478c66f764
Astro AOD(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9hb2Qv&tk=6759a8f65e7035b71b11e5478c66f764
Astro AEC(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9hZWMv&tk=6759a8f65e7035b71b11e5478c66f764
Astro欢喜台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9oeHQv&tk=6759a8f65e7035b71b11e5478c66f764
TVB星河(多音轨字幕),https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS90dmJ4aC8&tk=6759a8f65e7035b71b11e5478c66f764
爱奇艺,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9pcWl5aS8&tk=6759a8f65e7035b71b11e5478c66f764
千禧经典台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS90dmJjLw&tk=6759a8f65e7035b71b11e5478c66f764
天映频道,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS90eXBkLw&tk=6759a8f65e7035b71b11e5478c66f764
天映经典,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9vMTEuMTYzMTg5Lnh5ei9zdHJlYW0vbGl2ZS9jY20v&tk=6759a8f65e7035b71b11e5478c66f764
HOY国际财经台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMS4xNjMxODkueHl6LzE2MzE4OS8yYzg2NjAxYTcxODA0MTZl&tk=6759a8f65e7035b71b11e5478c66f764
重温经典,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMy4xNzguaW5kZXZzLmluLzE2MzE4OS8yMWQ3OTE4N2RiNmU5Nzkz&tk=6759a8f65e7035b71b11e5478c66f764
广州综合,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMy4xNzguaW5kZXZzLmluLzE2MzE4OS9iMTM0NzFjNWRlOTlkMWM3&tk=6759a8f65e7035b71b11e5478c66f764
广州新闻,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMy4xNzguaW5kZXZzLmluLzE2MzE4OS82MDk2MDJiMWUxMDQ4Nzg0&tk=6759a8f65e7035b71b11e5478c66f764
广州南国都市,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xNS4xNjMxODkueHl6LzE2MzE4OS85MDg3MTkyNjU5MWViY2Jj&tk=6759a8f65e7035b71b11e5478c66f764
民视影剧台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS83M2Q5M2YxYzIyZmE5MWQ3&tk=6759a8f65e7035b71b11e5478c66f764
公视戏剧,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS8yOTczYjkxMGU3NzE5YzA4&tk=6759a8f65e7035b71b11e5478c66f764
采昌影剧台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS8wYTYyMDRlZDAyNjE0NjBj&tk=6759a8f65e7035b71b11e5478c66f764
靖天映画,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS9iZDQ3NTJiZDc4MjhiMmJm&tk=6759a8f65e7035b71b11e5478c66f764
靖天戏剧台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS8xNzdkNTQxNTUyZjc4MDAz&tk=6759a8f65e7035b71b11e5478c66f764
靖天电影台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS9lZDMzNTA5ZTAzZTc4Yzdh&tk=6759a8f65e7035b71b11e5478c66f764
靖洋戏剧台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS8yNTA4NGVmNWEyNjYyYWFk&tk=6759a8f65e7035b71b11e5478c66f764
影迷数位电影台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS9hNjQzNzgzZWM1ODc1NDBl&tk=6759a8f65e7035b71b11e5478c66f764
amc电影台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS8wYmNmOWJiOGM0NTJlNTZh&tk=6759a8f65e7035b71b11e5478c66f764
CinemaWorld,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS82MDg2Y2ZlN2E5NzU2MTEw&tk=6759a8f65e7035b71b11e5478c66f764
My Cinema Europe,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS81YmRhOTlmMWMwNDllZGVm&tk=6759a8f65e7035b71b11e5478c66f764
经典电影台,https://live.catvod.com/?id=fx%3AaHR0cHM6Ly9jZG4xMi4xNzguaW5kZXZzLmluLzE2MzE4OS82MWI4ZWEzNWZmY2U0NjMw&tk=6759a8f65e7035b71b11e5478c66f764
